vehicle_id,event,event_ts,battery_level,matched_battery_ts
3bb48ce7-bb7e-4b4f-b902-b0561e1cd2e0,ignitionOn,2023-01-30T21:27:52.000400,80.7,2023-01-30T21:27:46.000002
3bb48ce7-bb7e-4b4f-b902-b0561e1cd2e0,ignitionOff,2023-01-30T21:27:55.000006,80.7,2023-01-30T21:27:46.000002
3bb48ce7-bb7e-4b4f-b902-b0561e1cd2e0,ignitionOn,2023-01-30T21:28:23.000022,80.7,2023-01-30T21:27:46.000002
3bb48ce7-bb7e-4b4f-b902-b0561e1cd2e0,ignitionOff,2023-01-30T21:28:53.000022,80.7,2023-01-30T21:27:46.000002
3e937810-3a3b-48d6-80ad-56ae12c3bed8,artificial_event,2021-12-18T18:53:37.067000,,
3e937810-3a3b-48d6-80ad-56ae12c3bed8,artificial_event,2021-12-19T00:38:58.497000,,
3e937810-3a3b-48d6-80ad-56ae12c3bed8,artificial_event,2021-12-19T18:16:16.003000,,
3e937810-3a3b-48d6-80ad-56ae12c3bed8,artificial_event,2021-12-20T01:17:27.210000,,
3e937810-3a3b-48d6-80ad-56ae12c3bed8,artificial_event,2021-12-21T23:20:29.031000,,
3e937810-3a3b-48d6-80ad-56ae12c3bed8,artificial_event,2021-12-22T02:17:10.002000,,
3e937810-3a3b-48d6-80ad-56ae12c3bed8,artificial_event,2021-12-24T01:22:46.004000,,
3e937810-3a3b-48d6-80ad-56ae12c3bed8,artificial_event,2021-12-24T17:47:42.039000,,
3e937810-3a3b-48d6-80ad-56ae12c3bed8,artificial_event,2021-12-25T00:10:42.031000,,
3e937810-3a3b-48d6-80ad-56ae12c3bed8,artificial_event,2021-12-25T18:18:18.007000,,
3e937810-3a3b-48d6-80ad-56ae12c3bed8,artificial_event,2021-12-27T22:45:47.018000,,
3e937810-3a3b-48d6-80ad-56ae12c3bed8,artificial_event,2021-12-29T01:16:55.047000,,
3e937810-3a3b-48d6-80ad-56ae12c3bed8,artificial_event,2021-12-30T01:13:10.011000,,
3e937810-3a3b-48d6-80ad-56ae12c3bed8,artificial_event,2021-12-30T06:02:12.003000,,
3e937810-3a3b-48d6-80ad-56ae12c3bed8,artificial_event,2021-12-31T00:33:41.002000,,
3e937810-3a3b-48d6-80ad-56ae12c3bed8,artificial_event,2022-01-01T05:16:42.029000,,
3e937810-3a3b-48d6-80ad-56ae12c3bed8,artificial_event,2022-01-01T22:05:32.031000,,
3e937810-3a3b-48d6-80ad-56ae12c3bed8,artificial_event,2022-01-02T00:39:20.012000,,
3e937810-3a3b-48d6-80ad-56ae12c3bed8,artificial_event,2022-01-03T16:58:32.002000,,
3e937810-3a3b-48d6-80ad-56ae12c3bed8,artificial_event,2022-01-03T22:29:28.036000,,
3e937810-3a3b-48d6-80ad-56ae12c3bed8,artificial_event,2022-01-04T19:29:15.003000,,
3e937810-3a3b-48d6-80ad-56ae12c3bed8,artificial_event,2022-01-04T20:48:54.012000,,
3e937810-3a3b-48d6-80ad-56ae12c3bed8,artificial_event,2022-01-04T23:12:34.018000,,
3e937810-3a3b-48d6-80ad-56ae12c3bed8,artificial_event,2022-01-05T20:14:35.047000,,
3e937810-3a3b-48d6-80ad-56ae12c3bed8,artificial_event,2022-01-05T22:29:07.600000,,
3e937810-3a3b-48d6-80ad-56ae12c3bed8,artificial_event,2022-01-06T17:37:35.026000,,
3e937810-3a3b-48d6-80ad-56ae12c3bed8,artificial_event,2022-01-06T19:35:13.002000,,
3e937810-3a3b-48d6-80ad-56ae12c3bed8,artificial_event,2022-01-09T00:43:54.020000,,
3e937810-3a3b-48d6-80ad-56ae12c3bed8,artificial_event,2022-01-10T01:43:24.011000,,
3e937810-3a3b-48d6-80ad-56ae12c3bed8,artificial_event,2022-01-10T04:50:48.040000,,
3e937810-3a3b-48d6-80ad-56ae12c3bed8,artificial_event,2022-01-13T00:33:03.002000,,
3e937810-3a3b-48d6-80ad-56ae12c3bed8,artificial_event,2022-01-15T00:17:49.040000,,
3e937810-3a3b-48d6-80ad-56ae12c3bed8,artificial_event,2022-01-17T04:36:17.012000,,
3e937810-3a3b-48d6-80ad-56ae12c3bed8,artificial_event,2022-01-22T05:18:20.027000,,
3e937810-3a3b-48d6-80ad-56ae12c3bed8,artificial_event,2022-01-23T01:43:22.077000,,
3e937810-3a3b-48d6-80ad-56ae12c3bed8,artificial_event,2022-01-24T18:40:29.033000,,
3e937810-3a3b-48d6-80ad-56ae12c3bed8,artificial_event,2022-01-30T19:15:39.045000,,
3e937810-3a3b-48d6-80ad-56ae12c3bed8,artificial_event,2022-01-31T02:09:33.600000,,
3e937810-3a3b-48d6-80ad-56ae12c3bed8,artificial_event,2022-01-31T04:25:05.011000,,
3e937810-3a3b-48d6-80ad-56ae12c3bed8,artificial_event,2022-01-31T19:13:06.001000,,
460a67ab-ee58-4279-b96d-ac56ac029d3e,artificial_event,2021-12-18T22:45:17.030000,,
460a67ab-ee58-4279-b96d-ac56ac029d3e,artificial_event,2021-12-20T01:27:48.039000,,
460a67ab-ee58-4279-b96d-ac56ac029d3e,artificial_event,2021-12-21T01:40:52.005000,,
460a67ab-ee58-4279-b96d-ac56ac029d3e,artificial_event,2021-12-23T21:44:23.107000,,
460a67ab-ee58-4279-b96d-ac56ac029d3e,artificial_event,2021-12-28T02:46:44.030000,,
460a67ab-ee58-4279-b96d-ac56ac029d3e,artificial_event,2022-01-01T00:48:03.018000,,
460a67ab-ee58-4279-b96d-ac56ac029d3e,artificial_event,2022-01-03T23:01:17.008000,,
460a67ab-ee58-4279-b96d-ac56ac029d3e,artificial_event,2022-01-06T02:56:42.047000,,
460a67ab-ee58-4279-b96d-ac56ac029d3e,artificial_event,2022-01-12T17:21:42.003000,,
460a67ab-ee58-4279-b96d-ac56ac029d3e,artificial_event,2022-01-13T22:36:32.035000,,
460a67ab-ee58-4279-b96d-ac56ac029d3e,artificial_event,2022-01-14T01:54:02.009000,,
460a67ab-ee58-4279-b96d-ac56ac029d3e,artificial_event,2022-01-20T00:59:33.001000,,
460a67ab-ee58-4279-b96d-ac56ac029d3e,artificial_event,2022-01-20T17:57:40.031000,,
460a67ab-ee58-4279-b96d-ac56ac029d3e,artificial_event,2022-01-21T22:47:57.027000,,
460a67ab-ee58-4279-b96d-ac56ac029d3e,artificial_event,2022-01-22T03:06:00.004000,,
460a67ab-ee58-4279-b96d-ac56ac029d3e,artificial_event,2022-01-25T03:42:52.040000,,
460a67ab-ee58-4279-b96d-ac56ac029d3e,artificial_event,2022-01-30T01:58:57.004000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2021-12-21T17:13:58.013000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2021-12-21T20:00:11.018000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2021-12-22T14:22:11.394000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2021-12-23T17:52:14.008000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2021-12-23T20:28:53.002000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2021-12-23T23:39:35.087000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2021-12-24T15:49:46.004000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2021-12-30T00:20:41.009000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-03T20:54:32.009000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-06T20:09:48.817000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-06T21:29:53.039000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-07T21:32:23.027000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-08T15:52:12.002000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-08T19:26:13.009000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-08T22:21:47.009000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-09T21:37:22.025000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-11T00:27:24.016000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-11T14:35:03.018000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-11T17:41:07.011000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-11T20:20:17.036000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-12T13:18:17.004000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-12T17:21:40.017000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-13T16:26:27.004000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-13T19:32:20.009000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-13T23:43:48.027000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-14T02:41:56.033000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-14T17:04:27.027000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-14T19:47:20.030000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-15T00:59:14.002000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-16T01:17:27.009000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-16T18:52:15.008000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-18T19:52:40.004000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-19T16:54:07.003000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-20T20:39:27.002000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-21T00:38:13.023000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-21T16:20:35.013000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-22T02:59:29.002000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-22T17:06:19.040000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-22T21:33:10.113000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-24T16:27:34.015000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-24T22:02:30.026000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-25T02:01:46.005000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-25T16:59:53.010000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-25T23:46:43.017000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-26T01:14:01.027000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-26T19:33:39.038000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-27T02:18:22.009000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-27T16:07:56.006000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-27T21:09:09.033000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-27T23:30:35.015000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-28T01:22:40.042000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-29T03:33:08.021000,,
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-30T19:44:04.018000,,
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOff,2023-01-01T02:31:55.000002,61.1,2023-01-01T02:31:58.000300
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-01T02:36:01.000002,61.1,2023-01-01T02:36:07.000200
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOff,2023-01-01T02:37:03.000039,61.5,2023-01-01T02:37:09.000900
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-01T02:57:19.000002,69.8,2023-01-01T02:57:26.000200
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOff,2023-01-01T02:58:10.000035,69.8,2023-01-01T02:58:17.000300
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-01T03:03:21.000002,70.9,2023-01-01T03:03:26.000300
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOff,2023-01-01T03:53:03.000029,85.8,2023-01-01T03:53:06.000300
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-01T04:26:55.000002,96.8,2023-01-01T04:27:03.000200
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOff,2023-01-01T08:04:27.000029,40.7,2023-01-01T08:04:30.000300
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-01T08:06:42.000002,40.7,2023-01-01T08:06:50.000200
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOff,2023-01-01T08:15:15.000011,40.7,2023-01-01T08:15:17.000300
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-01T08:15:18.000014,40.7,2023-01-01T08:15:17.000300
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOff,2023-01-01T08:17:32.000005,40.7,2023-01-01T08:17:31.000002
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-01T08:17:38.000009,40.7,2023-01-01T08:17:37.000300
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOff,2023-01-01T09:02:22.000002,26.2,2023-01-01T09:02:26.000300
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-01T09:02:57.000039,26.2,2023-01-01T09:02:49.000012
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOff,2023-01-01T10:19:02.000029,15.2,2023-01-01T10:19:06.000300
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-01T10:24:53.000002,15.2,2023-01-01T10:25:01.000200
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOff,2023-01-01T10:44:01.000014,9.8,2023-01-01T10:44:05.000300
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-01T10:50:11.000002,12.9,2023-01-01T10:50:16.000300
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOff,2023-01-01T11:49:25.000011,61.1,2023-01-01T11:49:28.000300
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-01T11:50:05.000002,61.1,2023-01-01T11:50:13.000200
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOff,2023-01-01T12:48:55.000002,29.8,2023-01-01T12:48:57.000300
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-02T00:49:03.000002,30.5,2023-01-02T00:49:11.000200
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOff,2023-01-02T01:08:53.000029,27.8,2023-01-02T01:08:56.000300
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-02T01:11:56.000002,27.8,2023-01-02T01:12:04.000200
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOff,2023-01-02T01:12:18.000012,27.8,2023-01-02T01:12:23.000042
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-02T01:15:13.000002,28.6,2023-01-02T01:15:19.000300
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOff,2023-01-02T01:16:38.000044,29.4,2023-01-02T01:16:42.000074
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-02T01:16:56.000900,29.8,2023-01-02T01:17:00.000200
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOff,2023-01-02T02:15:11.000029,79.2,2023-01-02T02:15:14.000400
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-02T02:17:04.000002,79.2,2023-01-02T02:17:10.000200
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-02T02:18:06.000038,80.0,2023-01-02T02:18:18.000046
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOff,2023-01-02T02:21:12.000038,81.1,2023-01-02T02:21:08.000036
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-02T02:22:04.000002,81.5,2023-01-02T02:22:08.000200
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOff,2023-01-02T02:47:07.000011,91.7,2023-01-02T02:47:04.000200
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-02T02:50:29.000002,92.1,2023-01-02T02:50:35.000300
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-02T02:58:45.000002,95.2,2023-01-02T02:58:48.000006
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-02T03:15:48.000011,100.0,2023-01-02T03:15:49.000015
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOff,2023-01-02T03:17:07.000011,100.0,2023-01-02T03:17:10.000400
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-02T03:17:47.000002,100.0,2023-01-02T03:17:55.000200
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOff,2023-01-02T03:56:17.000002,92.1,2023-01-02T03:56:19.000300
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-02T20:56:17.000002,89.8,2023-01-02T20:56:24.000200
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOff,2023-01-02T21:22:48.000011,86.6,2023-01-02T21:22:51.000300
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-02T21:23:33.000002,86.6,2023-01-02T21:23:41.000200
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOff,2023-01-02T21:26:01.000007,86.2,2023-01-02T21:26:04.000300
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-02T21:29:23.000002,86.2,2023-01-02T21:29:31.000200
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOff,2023-01-02T21:35:51.000009,85.4,2023-01-02T21:35:54.000300
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-02T21:37:33.000002,85.4,2023-01-02T21:37:42.000200
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOff,2023-01-02T22:06:16.000011,82.7,2023-01-02T22:06:19.000300
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-02T23:07:43.000002,82.7,2023-01-02T23:07:51.000200
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOff,2023-01-02T23:33:11.000020,81.1,2023-01-02T23:33:14.000300
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-02T23:40:38.000002,80.7,2023-01-02T23:40:47.000200
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOff,2023-01-03T00:22:56.000029,77.2,2023-01-03T00:22:58.000300
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-03T01:47:14.000002,77.2,2023-01-03T01:47:22.000200
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOff,2023-01-03T01:48:41.000050,77.2,2023-01-03T01:48:00.000025
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-03T22:51:56.000002,77.2,2023-01-03T22:52:04.000200
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOff,2023-01-03T23:12:18.000002,74.5,2023-01-03T23:12:22.000300
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-03T23:13:00.000002,74.5,2023-01-03T23:13:09.000200
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-03T23:16:37.000024,74.5,2023-01-03T23:16:38.000028
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-03T23:55:53.000002,72.9,2023-01-03T23:55:54.000006
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOff,2023-01-04T03:41:38.000002,43.5,2023-01-04T03:41:41.000300
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-04T03:45:54.000002,43.5,2023-01-04T03:46:03.000200
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOff,2023-01-04T03:55:04.000020,43.5,2023-01-04T03:55:08.000300
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-04T04:19:19.000002,43.5,2023-01-04T04:19:27.000200
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-04T05:57:59.000029,32.1,2023-01-04T05:58:02.000033
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOff,2023-01-04T06:02:22.000002,30.9,2023-01-04T06:02:25.000300
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-04T06:03:43.000002,30.9,2023-01-04T06:03:51.000200
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOff,2023-01-04T06:03:54.000008,30.9,2023-01-04T06:03:51.000200
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-04T06:13:50.000002,30.9,2023-01-04T06:13:56.000170
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOff,2023-01-04T06:13:54.000005,30.9,2023-01-04T06:13:56.000170
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-04T06:15:31.000002,32.1,2023-01-04T06:15:37.000300
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOff,2023-01-04T06:15:35.000006,32.1,2023-01-04T06:15:37.000300
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-04T06:16:52.000002,32.9,2023-01-04T06:16:58.000300
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOff,2023-01-04T06:18:45.000002,32.9,2023-01-04T06:18:48.000300
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-04T06:19:29.000002,32.9,2023-01-04T06:19:37.000300
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOff,2023-01-04T06:19:31.000005,32.9,2023-01-04T06:19:37.000300
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-04T06:23:14.000002,33.7,2023-01-04T06:23:20.000200
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-04T07:11:17.000029,74.1,2023-01-04T07:11:20.000033
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOff,2023-01-04T07:23:54.000002,80.7,2023-01-04T07:23:56.000300
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-04T07:24:49.000002,80.7,2023-01-04T07:24:58.000200
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOff,2023-01-04T07:58:57.000029,68.6,2023-01-04T07:59:00.000300
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-05T15:25:16.000002,67.8,2023-01-05T15:25:24.000200
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOff,2023-01-05T15:31:32.000046,67.0,2023-01-05T15:31:32.000044
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-05T15:31:36.000051,67.0,2023-01-05T15:31:37.000300
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-05T16:11:53.000029,58.8,2023-01-05T16:11:55.000033
